Sun,0,695000,333333.333333333,0.255414036877219,sun.bmp
Mercury,57909175,2440,0.0552763819095477,0.107221592272689,mercury.bmp
Venus,108208930,6052,0.815745393634841,0.0258546017084174,venus.bmp
Earth,149597890,6378,1,6.28318530717959,earth.bmp
Mars,227936640,3397,0.107537688442211,6.1239622876994,mars.bmp
Jupiter,778412020,71492,318.257956448911,15.3248422126331,jupiter.bmp
Saturn,1426725400,60268,95.142378559464,14.2799666072263,saturn.bmp
Uranus,2870972200,25559,14.5393634840871,8.72664625997165,uranus.bmp
Neptune,4498252900,24766,17.0854271356784,9.37788851817849,neptune.bmp
Pluto,5906376200,1150,0.00212730318257956,0.983284085630608,pluto.bmp
